datetime,household_id,hour,day,month,dayofweek,temperature,humidity,is_weekend,is_holiday,energy_kwh
2024-06-06 04:00:00,H01,4,6,6,3,23.38,50.6,0,0,-0.786
2024-06-06 05:00:00,H01,5,6,6,3,22.14,53.0,0,0,0.664
2024-06-06 06:00:00,H01,6,6,6,3,24.08,60.6,0,0,1.576
2024-06-06 07:00:00,H01,7,6,6,3,24.68,56.9,0,0,1.235
2024-06-06 08:00:00,H01,8,6,6,3,30.1,54.3,0,0,-0.291
2024-06-06 09:00:00,H01,9,6,6,3,28.56,52.0,0,0,1.207
2024-06-06 10:00:00,H01,10,6,6,3,30.75,55.6,0,0,1.468
2024-06-06 11:00:00,H01,11,6,6,3,32.17,50.7,0,0,1.469
2024-06-06 12:00:00,H01,12,6,6,3,30.29,55.1,0,0,2.585
2024-06-06 13:00:00,H01,13,6,6,3,27.68,51.5,0,0,2.242
2024-06-06 14:00:00,H01,14,6,6,3,28.93,54.8,0,0,1.997
2024-06-06 15:00:00,H01,15,6,6,3,27.2,64.5,0,0,1.427
2024-06-06 16:00:00,H01,16,6,6,3,26.59,55.0,0,0,2.051
2024-06-06 17:00:00,H01,17,6,6,3,26.12,56.4,0,0,2.197
2024-06-06 18:00:00,H01,18,6,6,3,24.76,56.8,0,0,2.573
2024-06-06 19:00:00,H01,19,6,6,3,24.45,58.5,0,0,2.901
2024-06-06 20:00:00,H01,20,6,6,3,23.5,60.1,0,0,2.186
2024-06-06 21:00:00,H01,21,6,6,3,21.22,60.4,0,0,1.515
2024-06-06 22:00:00,H01,22,6,6,3,21.4,60.4,0,0,1.004
2024-06-06 23:00:00,H01,23,6,6,3,19.18,59.7,0,0,-0.33
2024-06-07 00:00:00,H01,0,7,6,4,22.37,59.2,0,0,-0.255
2024-06-07 01:00:00,H01,1,7,6,4,19.15,59.6,0,0,0.828
2024-06-07 02:00:00,H01,2,7,6,4,22.82,51.3,0,0,0.467
2024-06-07 03:00:00,H01,3,7,6,4,18.81,71.1,0,0,0.144
2024-06-07 04:00:00,H01,4,7,6,4,21.82,62.0,0,0,-0.214
2024-06-07 05:00:00,H01,5,7,6,4,23.11,54.5,0,0,0.758
2024-06-07 06:00:00,H01,6,7,6,4,25.5,58.2,0,0,-0.17
2024-06-07 07:00:00,H01,7,7,6,4,27.85,50.7,0,0,0.13
2024-06-07 08:00:00,H01,8,7,6,4,25.25,55.4,0,0,0.793
2024-06-07 09:00:00,H01,9,7,6,4,26.54,50.8,0,0,0.104
2024-06-07 10:00:00,H01,10,7,6,4,26.81,56.4,0,0,1.002
2024-06-07 11:00:00,H01,11,7,6,4,32.21,47.6,0,0,2.09
2024-06-07 12:00:00,H01,12,7,6,4,30.54,56.3,0,0,2.143
2024-06-07 13:00:00,H01,13,7,6,4,27.88,58.8,0,0,1.859
2024-06-07 14:00:00,H01,14,7,6,4,28.53,52.4,0,0,3.559
2024-06-07 15:00:00,H01,15,7,6,4,30.66,55.3,0,0,3.474
2024-06-07 16:00:00,H01,16,7,6,4,27.0,53.0,0,0,3.252
2024-06-07 17:00:00,H01,17,7,6,4,25.69,59.2,0,0,2.104
2024-06-07 18:00:00,H01,18,7,6,4,23.59,55.5,0,0,2.253
2024-06-07 19:00:00,H01,19,7,6,4,21.86,62.2,0,0,2.927
2024-06-07 20:00:00,H01,20,7,6,4,24.63,50.4,0,0,2.166
2024-06-07 21:00:00,H01,21,7,6,4,24.48,53.7,0,0,1.295
2024-06-07 22:00:00,H01,22,7,6,4,18.9,56.1,0,0,1.089
2024-06-07 23:00:00,H01,23,7,6,4,22.7,59.5,0,0,0.342
2024-06-08 00:00:00,H01,0,8,6,5,19.12,62.7,1,0,0.299
2024-06-08 01:00:00,H01,1,8,6,5,21.13,60.6,1,0,0.17
2024-06-08 02:00:00,H01,2,8,6,5,23.21,56.4,1,0,-0.058
2024-06-08 03:00:00,H01,3,8,6,5,21.2,48.2,1,0,1.17
2024-06-08 04:00:00,H01,4,8,6,5,21.91,59.2,1,0,-0.645
2024-06-08 05:00:00,H01,5,8,6,5,25.15,60.6,1,0,0.48
2024-06-08 06:00:00,H01,6,8,6,5,23.0,69.2,1,0,0.046
2024-06-08 07:00:00,H01,7,8,6,5,28.36,54.1,1,0,0.591
2024-06-08 08:00:00,H01,8,8,6,5,27.76,53.5,1,0,1.354
2024-06-08 09:00:00,H01,9,8,6,5,27.5,57.5,1,0,0.289
2024-06-08 10:00:00,H01,10,8,6,5,28.24,54.9,1,0,1.056
2024-06-08 11:00:00,H01,11,8,6,5,27.34,61.4,1,0,1.692
2024-06-08 12:00:00,H01,12,8,6,5,29.03,52.3,1,0,2.874
2024-06-08 13:00:00,H01,13,8,6,5,29.35,54.3,1,0,3.098
2024-06-08 14:00:00,H01,14,8,6,5,27.42,59.8,1,0,2.952
2024-06-08 15:00:00,H01,15,8,6,5,28.45,57.0,1,0,1.352
2024-06-08 16:00:00,H01,16,8,6,5,28.35,60.5,1,0,1.873
2024-06-08 17:00:00,H01,17,8,6,5,25.91,55.3,1,0,1.561
2024-06-08 18:00:00,H01,18,8,6,5,26.19,62.0,1,0,2.63
2024-06-08 19:00:00,H01,19,8,6,5,22.25,52.2,1,0,1.104
2024-06-08 20:00:00,H01,20,8,6,5,24.31,51.3,1,0,2.537
2024-06-08 21:00:00,H01,21,8,6,5,21.68,64.3,1,0,0.57
2024-06-08 22:00:00,H01,22,8,6,5,23.45,58.3,1,0,1.914
2024-06-08 23:00:00,H01,23,8,6,5,24.52,61.4,1,0,0.957
2024-06-09 00:00:00,H01,0,9,6,6,19.15,60.8,1,0,-0.237
2024-06-09 01:00:00,H01,1,9,6,6,19.4,60.3,1,0,0.771
2024-06-09 02:00:00,H01,2,9,6,6,20.23,54.6,1,0,-0.132
2024-06-09 03:00:00,H01,3,9,6,6,22.54,58.6,1,0,-0.296
2024-06-09 04:00:00,H01,4,9,6,6,24.89,63.0,1,0,-0.175
2024-06-09 05:00:00,H01,5,9,6,6,22.53,59.0,1,0,-0.041
2024-06-09 06:00:00,H01,6,9,6,6,25.69,59.9,1,0,0.199
2024-06-09 07:00:00,H01,7,9,6,6,26.05,59.6,1,0,0.446
2024-06-09 08:00:00,H01,8,9,6,6,28.61,51.6,1,0,0.468
2024-06-09 09:00:00,H01,9,9,6,6,31.25,57.8,1,0,1.025
2024-06-09 10:00:00,H01,10,9,6,6,28.9,54.3,1,0,1.281
2024-06-09 11:00:00,H01,11,9,6,6,26.82,55.6,1,0,2.56
2024-06-09 12:00:00,H01,12,9,6,6,31.34,62.7,1,0,2.033
2024-06-09 13:00:00,H01,13,9,6,6,28.33,58.2,1,0,1.956
2024-06-09 14:00:00,H01,14,9,6,6,29.07,52.9,1,0,3.221
2024-06-09 15:00:00,H01,15,9,6,6,29.95,55.3,1,0,2.426
2024-06-09 16:00:00,H01,16,9,6,6,28.04,56.1,1,0,1.924
2024-06-09 17:00:00,H01,17,9,6,6,26.11,63.7,1,0,1.529
2024-06-09 18:00:00,H01,18,9,6,6,23.96,58.2,1,0,1.703
2024-06-09 19:00:00,H01,19,9,6,6,18.49,69.6,1,0,2.628
2024-06-09 20:00:00,H01,20,9,6,6,23.76,52.9,1,0,1.037
2024-06-09 21:00:00,H01,21,9,6,6,21.01,59.4,1,0,2.292
2024-06-09 22:00:00,H01,22,9,6,6,23.39,55.3,1,0,1.348
2024-06-09 23:00:00,H01,23,9,6,6,20.89,57.6,1,0,0.27
2024-06-10 00:00:00,H01,0,10,6,0,19.03,58.6,0,0,0.214
2024-06-10 01:00:00,H01,1,10,6,0,22.09,56.1,0,0,0.363
2024-06-10 02:00:00,H01,2,10,6,0,22.74,65.6,0,0,-0.2
2024-06-10 03:00:00,H01,3,10,6,0,21.07,65.2,0,0,-0.096
2024-06-10 04:00:00,H01,4,10,6,0,24.65,59.3,0,0,0.564
2024-06-10 05:00:00,H01,5,10,6,0,22.71,56.7,0,0,0.309
2024-06-10 06:00:00,H01,6,10,6,0,25.29,54.6,0,0,-0.293
2024-06-10 07:00:00,H01,7,10,6,0,27.32,59.3,0,0,0.263
2024-06-10 08:00:00,H01,8,10,6,0,28.91,56.7,0,0,0.081
2024-06-10 09:00:00,H01,9,10,6,0,29.65,54.6,0,0,1.655
2024-06-10 10:00:00,H01,10,10,6,0,28.73,57.8,0,0,2.0
2024-06-10 11:00:00,H01,11,10,6,0,31.8,57.7,0,0,1.711
2024-06-10 12:00:00,H01,12,10,6,0,29.78,54.5,0,0,3.463
2024-06-10 13:00:00,H01,13,10,6,0,28.81,52.4,0,0,3.656
2024-06-10 14:00:00,H01,14,10,6,0,28.33,50.6,0,0,2.533
2024-06-10 15:00:00,H01,15,10,6,0,32.03,55.0,0,0,2.527
2024-06-10 16:00:00,H01,16,10,6,0,26.16,65.6,0,0,2.451
2024-06-10 17:00:00,H01,17,10,6,0,28.62,51.2,0,0,2.01
2024-06-10 18:00:00,H01,18,10,6,0,22.96,62.9,0,0,2.899
2024-06-10 19:00:00,H01,19,10,6,0,24.58,55.0,0,0,2.467
2024-06-10 20:00:00,H01,20,10,6,0,23.03,56.6,0,0,2.092
2024-06-10 21:00:00,H01,21,10,6,0,24.38,61.5,0,0,2.697
2024-06-10 22:00:00,H01,22,10,6,0,19.49,59.2,0,0,1.234
2024-06-10 23:00:00,H01,23,10,6,0,18.5,61.7,0,0,0.283
2024-06-11 00:00:00,H01,0,11,6,1,19.79,61.0,0,0,0.746
2024-06-11 01:00:00,H01,1,11,6,1,23.17,55.7,0,0,-0.073
2024-06-11 02:00:00,H01,2,11,6,1,19.08,64.0,0,0,0.84
2024-06-11 03:00:00,H01,3,11,6,1,16.81,61.3,0,0,0.5
2024-06-11 04:00:00,H01,4,11,6,1,22.61,53.1,0,0,-0.151
2024-06-11 05:00:00,H01,5,11,6,1,25.42,53.7,0,0,-0.753
2024-06-11 06:00:00,H01,6,11,6,1,23.18,45.9,0,0,-0.424
2024-06-11 07:00:00,H01,7,11,6,1,27.82,56.3,0,0,0.388
2024-06-11 08:00:00,H01,8,11,6,1,25.64,62.4,0,0,1.056
2024-06-11 09:00:00,H01,9,11,6,1,28.27,51.7,0,0,1.831
2024-06-11 10:00:00,H01,10,11,6,1,30.68,57.0,0,0,1.65
2024-06-11 11:00:00,H01,11,11,6,1,27.69,57.9,0,0,1.433
2024-06-11 12:00:00,H01,12,11,6,1,30.33,51.8,0,0,2.286
2024-06-11 13:00:00,H01,13,11,6,1,32.02,60.1,0,0,2.739
2024-06-11 14:00:00,H01,14,11,6,1,30.18,53.8,0,0,3.352
2024-06-11 15:00:00,H01,15,11,6,1,27.24,64.4,0,0,3.084
2024-06-11 16:00:00,H01,16,11,6,1,30.23,48.3,0,0,2.203
2024-06-11 17:00:00,H01,17,11,6,1,27.48,55.2,0,0,2.543
2024-06-11 18:00:00,H01,18,11,6,1,21.65,58.6,0,0,1.927
2024-06-11 19:00:00,H01,19,11,6,1,25.26,57.2,0,0,2.043
2024-06-11 20:00:00,H01,20,11,6,1,21.47,62.1,0,0,2.445
2024-06-11 21:00:00,H01,21,11,6,1,21.82,72.7,0,0,1.539
2024-06-11 22:00:00,H01,22,11,6,1,22.48,60.6,0,0,1.725
2024-06-11 23:00:00,H01,23,11,6,1,19.18,60.5,0,0,0.823
2024-06-12 00:00:00,H01,0,12,6,2,17.04,57.1,0,0,0.316
2024-06-12 01:00:00,H01,1,12,6,2,22.88,51.0,0,0,0.303
2024-06-12 02:00:00,H01,2,12,6,2,22.77,63.3,0,0,0.136
2024-06-12 03:00:00,H01,3,12,6,2,21.31,57.2,0,0,-0.575
2024-06-12 04:00:00,H01,4,12,6,2,24.04,68.4,0,0,0.28
2024-06-12 05:00:00,H01,5,12,6,2,23.04,62.0,0,0,-0.216
2024-06-12 06:00:00,H01,6,12,6,2,25.17,58.8,0,0,-0.204
2024-06-12 07:00:00,H01,7,12,6,2,26.03,58.6,0,0,1.013
2024-06-12 08:00:00,H01,8,12,6,2,26.91,58.2,0,0,0.604
2024-06-12 09:00:00,H01,9,12,6,2,29.18,52.6,0,0,1.88
2024-06-12 10:00:00,H01,10,12,6,2,27.16,49.4,0,0,2.092
2024-06-12 11:00:00,H01,11,12,6,2,29.38,53.1,0,0,1.763
2024-06-12 12:00:00,H01,12,12,6,2,30.57,54.6,0,0,2.91
2024-06-12 13:00:00,H01,13,12,6,2,33.14,50.8,0,0,2.636
2024-06-12 14:00:00,H01,14,12,6,2,27.23,51.2,0,0,2.382
2024-06-12 15:00:00,H01,15,12,6,2,29.47,52.3,0,0,2.924
2024-06-12 16:00:00,H01,16,12,6,2,28.63,59.8,0,0,3.57
2024-06-12 17:00:00,H01,17,12,6,2,22.92,61.5,0,0,2.372
2024-06-12 18:00:00,H01,18,12,6,2,25.74,57.8,0,0,2.717
2024-06-12 19:00:00,H01,19,12,6,2,25.29,59.7,0,0,2.51
2024-06-12 20:00:00,H01,20,12,6,2,23.56,53.7,0,0,1.231
2024-06-12 21:00:00,H01,21,12,6,2,21.31,56.2,0,0,2.182
2024-06-12 22:00:00,H01,22,12,6,2,21.27,60.6,0,0,1.871
2024-06-12 23:00:00,H01,23,12,6,2,20.48,55.7,0,0,0.666
2024-06-13 00:00:00,H01,0,13,6,3,16.96,62.0,0,0,0.716
2024-06-13 01:00:00,H01,1,13,6,3,20.52,54.7,0,0,-0.872
2024-06-13 02:00:00,H01,2,13,6,3,20.01,53.4,0,0,-0.504
2024-06-13 03:00:00,H01,3,13,6,3,20.2,62.8,0,0,0.901
2024-06-13 04:00:00,H01,4,13,6,3,26.97,60.6,0,0,-0.087
2024-06-13 05:00:00,H01,5,13,6,3,25.96,54.5,0,0,0.535
2024-06-13 06:00:00,H01,6,13,6,3,22.93,52.5,0,0,-0.075
2024-06-13 07:00:00,H01,7,13,6,3,26.92,47.7,0,0,0.386
2024-06-13 08:00:00,H01,8,13,6,3,30.12,62.3,0,0,1.943
2024-06-13 09:00:00,H01,9,13,6,3,25.84,57.5,0,0,1.083
2024-06-13 10:00:00,H01,10,13,6,3,29.47,52.8,0,0,1.946
2024-06-13 11:00:00,H01,11,13,6,3,30.05,53.5,0,0,2.115
2024-06-13 12:00:00,H01,12,13,6,3,27.71,48.5,0,0,2.262
2024-06-13 13:00:00,H01,13,13,6,3,30.51,57.2,0,0,2.698
2024-06-13 14:00:00,H01,14,13,6,3,31.34,62.3,0,0,1.821
2024-06-13 15:00:00,H01,15,13,6,3,31.25,51.2,0,0,3.089
2024-06-13 16:00:00,H01,16,13,6,3,27.05,66.0,0,0,2.13
2024-06-13 17:00:00,H01,17,13,6,3,30.8,54.1,0,0,3.508
2024-06-13 18:00:00,H01,18,13,6,3,21.3,66.0,0,0,2.008
2024-06-13 19:00:00,H01,19,13,6,3,24.35,59.1,0,0,2.123
2024-06-13 20:00:00,H01,20,13,6,3,19.96,61.2,0,0,3.291
2024-06-13 21:00:00,H01,21,13,6,3,21.63,66.6,0,0,2.016
2024-06-13 22:00:00,H01,22,13,6,3,19.73,63.3,0,0,1.036
2024-06-13 23:00:00,H01,23,13,6,3,21.08,61.0,0,0,0.598
2024-06-14 00:00:00,H01,0,14,6,4,19.77,52.3,0,0,-0.293
2024-06-14 01:00:00,H01,1,14,6,4,18.68,54.6,0,0,0.281
2024-06-14 02:00:00,H01,2,14,6,4,19.3,62.2,0,0,-0.365
2024-06-14 03:00:00,H01,3,14,6,4,24.94,63.4,0,0,0.932
2024-06-14 04:00:00,H01,4,14,6,4,23.3,58.9,0,0,0.246
2024-06-14 05:00:00,H01,5,14,6,4,20.64,57.3,0,0,0.403
2024-06-14 06:00:00,H01,6,14,6,4,25.99,49.6,0,0,0.817
2024-06-14 07:00:00,H01,7,14,6,4,25.94,53.9,0,0,1.114
2024-06-14 08:00:00,H01,8,14,6,4,27.51,56.8,0,0,0.577
2024-06-14 09:00:00,H01,9,14,6,4,30.01,51.6,0,0,1.412
2024-06-14 10:00:00,H01,10,14,6,4,31.46,50.4,0,0,1.584
2024-06-14 11:00:00,H01,11,14,6,4,28.28,55.7,0,0,2.968
2024-06-14 12:00:00,H01,12,14,6,4,29.95,60.8,0,0,1.182
2024-06-14 13:00:00,H01,13,14,6,4,28.85,58.3,0,0,2.153
2024-06-14 14:00:00,H01,14,14,6,4,30.4,55.9,0,0,2.68
2024-06-14 15:00:00,H01,15,14,6,4,28.12,56.7,0,0,2.614
2024-06-14 16:00:00,H01,16,14,6,4,27.55,58.4,0,0,2.505
2024-06-14 17:00:00,H01,17,14,6,4,25.81,56.7,0,0,2.142
2024-06-14 18:00:00,H01,18,14,6,4,24.81,56.0,0,0,2.557
2024-06-14 19:00:00,H01,19,14,6,4,26.77,59.6,0,0,2.735
2024-06-14 20:00:00,H01,20,14,6,4,26.8,55.7,0,0,2.557
2024-06-14 21:00:00,H01,21,14,6,4,22.14,54.2,0,0,2.531
2024-06-14 22:00:00,H01,22,14,6,4,20.49,65.5,0,0,2.366
2024-06-14 23:00:00,H01,23,14,6,4,17.3,53.9,0,0,0.752
2024-06-15 00:00:00,H01,0,15,6,5,18.63,66.8,1,0,0.069
2024-06-15 01:00:00,H01,1,15,6,5,19.94,62.1,1,0,-0.076
2024-06-15 02:00:00,H01,2,15,6,5,19.38,56.4,1,0,-0.621
2024-06-15 03:00:00,H01,3,15,6,5,20.37,59.9,1,0,0.477
2024-06-15 04:00:00,H01,4,15,6,5,25.34,55.6,1,0,0.014
2024-06-15 05:00:00,H01,5,15,6,5,23.76,61.4,1,0,0.354
2024-06-15 06:00:00,H01,6,15,6,5,25.21,60.5,1,0,0.482
2024-06-15 07:00:00,H01,7,15,6,5,25.08,59.3,1,0,0.185
2024-06-15 08:00:00,H01,8,15,6,5,29.62,58.2,1,0,0.537
2024-06-15 09:00:00,H01,9,15,6,5,28.15,55.5,1,0,0.984
2024-06-15 10:00:00,H01,10,15,6,5,28.39,62.9,1,0,1.78
2024-06-15 11:00:00,H01,11,15,6,5,26.98,61.4,1,0,1.694
2024-06-15 12:00:00,H01,12,15,6,5,29.89,53.1,1,0,1.321
2024-06-15 13:00:00,H01,13,15,6,5,28.84,58.8,1,0,1.806
2024-06-15 14:00:00,H01,14,15,6,5,32.36,56.7,1,0,2.629
2024-06-15 15:00:00,H01,15,15,6,5,31.85,53.0,1,0,2.748
2024-06-15 16:00:00,H01,16,15,6,5,25.28,56.0,1,0,2.376
2024-06-15 17:00:00,H01,17,15,6,5,24.27,62.7,1,0,1.943
2024-06-15 18:00:00,H01,18,15,6,5,24.5,57.7,1,0,2.291
2024-06-15 19:00:00,H01,19,15,6,5,22.24,59.9,1,0,1.831
2024-06-15 20:00:00,H01,20,15,6,5,22.89,64.2,1,0,1.962
2024-06-15 21:00:00,H01,21,15,6,5,20.88,69.7,1,0,1.838
2024-06-15 22:00:00,H01,22,15,6,5,21.17,57.3,1,0,1.192
2024-06-15 23:00:00,H01,23,15,6,5,22.0,58.1,1,0,-0.076
2024-06-16 00:00:00,H01,0,16,6,6,18.08,61.3,1,0,0.275
2024-06-16 01:00:00,H01,1,16,6,6,21.96,59.4,1,0,-0.201
2024-06-16 02:00:00,H01,2,16,6,6,19.36,61.8,1,0,0.179
2024-06-16 03:00:00,H01,3,16,6,6,25.33,55.4,1,0,0.74
2024-06-16 04:00:00,H01,4,16,6,6,25.42,52.2,1,0,-0.639
2024-06-16 05:00:00,H01,5,16,6,6,23.5,65.3,1,0,0.709
2024-06-16 06:00:00,H01,6,16,6,6,23.27,60.8,1,0,0.523
2024-06-16 07:00:00,H01,7,16,6,6,24.22,56.2,1,0,1.066
2024-06-16 08:00:00,H01,8,16,6,6,29.07,57.2,1,0,0.711
2024-06-16 09:00:00,H01,9,16,6,6,28.48,63.1,1,0,0.503
2024-06-16 10:00:00,H01,10,16,6,6,31.0,51.3,1,0,1.779
2024-06-16 11:00:00,H01,11,16,6,6,33.8,53.9,1,0,2.908
2024-06-16 12:00:00,H01,12,16,6,6,28.61,50.1,1,0,1.572
2024-06-16 13:00:00,H01,13,16,6,6,27.62,55.7,1,0,1.758
2024-06-16 14:00:00,H01,14,16,6,6,29.68,57.6,1,0,2.812
2024-06-16 15:00:00,H01,15,16,6,6,30.6,50.2,1,0,2.391
2024-06-16 16:00:00,H01,16,16,6,6,25.81,56.3,1,0,3.0
2024-06-16 17:00:00,H01,17,16,6,6,26.36,60.0,1,0,2.43
2024-06-16 18:00:00,H01,18,16,6,6,27.47,58.6,1,0,2.439
2024-06-16 19:00:00,H01,19,16,6,6,20.77,55.0,1,0,1.847
2024-06-16 20:00:00,H01,20,16,6,6,22.92,60.0,1,0,1.602
2024-06-16 21:00:00,H01,21,16,6,6,20.49,62.0,1,0,1.638
2024-06-16 22:00:00,H01,22,16,6,6,20.89,60.0,1,0,1.528
2024-06-16 23:00:00,H01,23,16,6,6,21.45,63.6,1,0,0.591
2024-06-17 00:00:00,H01,0,17,6,0,20.4,57.4,0,0,-0.254
2024-06-17 01:00:00,H01,1,17,6,0,18.35,62.5,0,0,0.605
2024-06-17 02:00:00,H01,2,17,6,0,19.77,55.5,0,0,-0.108
2024-06-17 03:00:00,H01,3,17,6,0,24.03,51.6,0,0,-0.464
2024-06-17 04:00:00,H01,4,17,6,0,23.09,61.6,0,0,-0.197
2024-06-17 05:00:00,H01,5,17,6,0,25.22,57.5,0,0,0.659
2024-06-17 06:00:00,H01,6,17,6,0,25.45,55.4,0,0,0.43
2024-06-17 07:00:00,H01,7,17,6,0,27.75,51.9,0,0,0.766
2024-06-17 08:00:00,H01,8,17,6,0,26.79,59.9,0,0,0.31
2024-06-17 09:00:00,H01,9,17,6,0,27.15,50.4,0,0,1.291
2024-06-17 10:00:00,H01,10,17,6,0,30.7,58.6,0,0,2.259
2024-06-17 11:00:00,H01,11,17,6,0,31.86,55.9,0,0,1.281
2024-06-17 12:00:00,H01,12,17,6,0,28.35,50.0,0,0,1.997
2024-06-17 13:00:00,H01,13,17,6,0,28.79,56.1,0,0,2.747
2024-06-17 14:00:00,H01,14,17,6,0,29.04,66.1,0,0,2.669
2024-06-17 15:00:00,H01,15,17,6,0,31.45,59.0,0,0,2.36
2024-06-17 16:00:00,H01,16,17,6,0,28.51,52.4,0,0,2.738
2024-06-17 17:00:00,H01,17,17,6,0,23.91,60.9,0,0,1.408
2024-06-17 18:00:00,H01,18,17,6,0,24.83,51.9,0,0,2.207
2024-06-17 19:00:00,H01,19,17,6,0,23.26,52.9,0,0,1.863
2024-06-17 20:00:00,H01,20,17,6,0,20.39,59.5,0,0,2.799
2024-06-17 21:00:00,H01,21,17,6,0,21.28,61.6,0,0,0.848
2024-06-17 22:00:00,H01,22,17,6,0,20.15,63.2,0,0,0.701
2024-06-17 23:00:00,H01,23,17,6,0,19.52,63.5,0,0,0.689
2024-06-18 00:00:00,H01,0,18,6,1,19.27,62.3,0,0,0.377
2024-06-18 01:00:00,H01,1,18,6,1,22.82,52.1,0,0,-0.099
2024-06-18 02:00:00,H01,2,18,6,1,20.02,59.7,0,0,0.043
2024-06-18 03:00:00,H01,3,18,6,1,21.55,63.1,0,0,-0.532
2024-06-18 04:00:00,H01,4,18,6,1,22.39,60.6,0,0,0.08
2024-06-18 05:00:00,H01,5,18,6,1,22.8,59.3,0,0,0.241
2024-06-18 06:00:00,H01,6,18,6,1,25.14,58.7,0,0,0.938
2024-06-18 07:00:00,H01,7,18,6,1,26.41,58.0,0,0,1.548
2024-06-18 08:00:00,H01,8,18,6,1,27.64,48.3,0,0,0.792
2024-06-18 09:00:00,H01,9,18,6,1,26.99,61.1,0,0,0.581
2024-06-18 10:00:00,H01,10,18,6,1,28.96,55.1,0,0,1.846
2024-06-18 11:00:00,H01,11,18,6,1,31.2,57.2,0,0,2.067
2024-06-18 12:00:00,H01,12,18,6,1,29.68,45.9,0,0,2.213
2024-06-18 13:00:00,H01,13,18,6,1,30.12,61.6,0,0,1.751
2024-06-18 14:00:00,H01,14,18,6,1,29.63,50.6,0,0,2.696
2024-06-18 15:00:00,H01,15,18,6,1,29.29,65.5,0,0,2.871
2024-06-18 16:00:00,H01,16,18,6,1,28.51,64.2,0,0,3.036
2024-06-18 17:00:00,H01,17,18,6,1,25.98,51.7,0,0,1.927
2024-06-18 18:00:00,H01,18,18,6,1,23.36,61.6,0,0,2.058
2024-06-18 19:00:00,H01,19,18,6,1,21.51,55.2,0,0,1.906
2024-06-18 20:00:00,H01,20,18,6,1,24.33,55.3,0,0,2.562
2024-06-18 21:00:00,H01,21,18,6,1,22.85,56.1,0,0,2.386
2024-06-18 22:00:00,H01,22,18,6,1,21.84,60.9,0,0,1.943
2024-06-18 23:00:00,H01,23,18,6,1,21.63,60.5,0,0,0.82
2024-06-19 00:00:00,H01,0,19,6,2,19.71,55.3,0,0,0.302
2024-06-19 01:00:00,H01,1,19,6,2,19.05,62.2,0,0,0.212
2024-06-19 02:00:00,H01,2,19,6,2,18.91,59.7,0,0,0.173
2024-06-19 03:00:00,H01,3,19,6,2,19.5,53.0,0,0,-0.126
2024-06-19 04:00:00,H01,4,19,6,2,24.68,55.9,0,0,0.482
2024-06-19 05:00:00,H01,5,19,6,2,22.82,65.2,0,0,-0.69
2024-06-19 06:00:00,H01,6,19,6,2,26.9,54.9,0,0,-0.379
2024-06-19 07:00:00,H01,7,19,6,2,25.96,49.7,0,0,-0.244
2024-06-19 08:00:00,H01,8,19,6,2,26.28,60.1,0,0,0.476
2024-06-19 09:00:00,H01,9,19,6,2,26.57,53.0,0,0,1.87
2024-06-19 10:00:00,H01,10,19,6,2,28.27,56.7,0,0,1.017
2024-06-19 11:00:00,H01,11,19,6,2,32.38,53.1,0,0,1.644
2024-06-19 12:00:00,H01,12,19,6,2,28.05,63.0,0,0,1.754
2024-06-19 13:00:00,H01,13,19,6,2,33.64,52.5,0,0,3.43
2024-06-19 14:00:00,H01,14,19,6,2,27.82,51.5,0,0,3.191
2024-06-19 15:00:00,H01,15,19,6,2,29.89,53.2,0,0,3.225
2024-06-19 16:00:00,H01,16,19,6,2,27.24,51.5,0,0,2.956
2024-06-19 17:00:00,H01,17,19,6,2,25.72,56.3,0,0,2.982
2024-06-19 18:00:00,H01,18,19,6,2,22.71,65.7,0,0,1.497
2024-06-19 19:00:00,H01,19,19,6,2,23.53,63.2,0,0,1.66
2024-06-19 20:00:00,H01,20,19,6,2,20.42,68.0,0,0,1.674
2024-06-19 21:00:00,H01,21,19,6,2,18.44,62.7,0,0,1.965
2024-06-19 22:00:00,H01,22,19,6,2,20.89,60.1,0,0,1.498
2024-06-19 23:00:00,H01,23,19,6,2,19.03,56.5,0,0,0.618
2024-06-20 00:00:00,H01,0,20,6,3,23.03,59.6,0,0,0.717
2024-06-20 01:00:00,H01,1,20,6,3,21.97,58.5,0,0,-0.828
2024-06-20 02:00:00,H01,2,20,6,3,23.73,61.2,0,0,-0.034
2024-06-20 03:00:00,H01,3,20,6,3,20.24,55.4,0,0,0.133
2024-06-20 04:00:00,H01,4,20,6,3,22.75,58.8,0,0,-0.128
2024-06-20 05:00:00,H01,5,20,6,3,18.99,54.2,0,0,0.245
2024-06-20 06:00:00,H01,6,20,6,3,24.49,59.1,0,0,0.832
2024-06-20 07:00:00,H01,7,20,6,3,26.47,59.5,0,0,0.627
2024-06-20 08:00:00,H01,8,20,6,3,27.78,49.6,0,0,2.0
2024-06-20 09:00:00,H01,9,20,6,3,28.46,50.4,0,0,1.765
2024-06-20 10:00:00,H01,10,20,6,3,29.45,50.1,0,0,1.817
2024-06-20 11:00:00,H01,11,20,6,3,24.95,56.8,0,0,1.929
2024-06-20 12:00:00,H01,12,20,6,3,30.46,49.2,0,0,2.739
2024-06-20 13:00:00,H01,13,20,6,3,30.7,60.2,0,0,3.452
2024-06-20 14:00:00,H01,14,20,6,3,31.74,55.9,0,0,3.436
